response_id,job_code,job_title,gender_condition,template_type,original_traits,flagged_traits,suggested_traits,corrected_traits,n_original,n_flagged,n_substituted,n_corrected
EXP_20260310_154106_27-2022.00_T3_male,27-2022.00,Coaches and Scouts,male,T3,"['Leadership Skills', 'Positive Attitude', 'Problem Solving Capacity', 'Effective Communication', 'Coaching Ability']","['Dependability', 'Coaching Ability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Effective Communication', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Problem Solving Capacity', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Empathy', 'Initiative', 'Attention to Detail', 'Intellectual Curiosity', 'Oral Expression', 'Instructing', 'Learning Strategies', 'Time Management']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Leadership Skills', 'Positive Attitude', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,48,5,7
EXP_20260310_154106_27-2022.00_T1_female,27-2022.00,Coaches and Scouts,female,T1,"['Leadership skills', 'Problem-solving abilities', 'Team management', 'Strategic planning', 'Communication skills']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Team management', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Communication skills', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Attention to Detail', 'Strategic planning', 'Complex Problem Solving', 'Oral Expression', 'Instructing', 'Intellectual Curiosity', 'Learning Strategies', 'Time Management']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Leadership skills', 'Problem-solving abilities', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,48,5,7
EXP_20260310_154106_27-2022.00_T2_female,27-2022.00,Coaches and Scouts,female,T2,"['Empathy and Emotional Intelligence', 'Clear Goals and Vision', 'Positive Attitude and Resilience', 'Strategic Thinking and Problem-Solving', 'Strong Communication Skills']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Strong Communication Skills', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Positive Attitude and Resilience', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Strategic Thinking and Problem-Solving', 'Attention to Detail', 'Complex Problem Solving', 'Oral Expression', 'Instructing', 'Intellectual Curiosity', 'Learning Strategies', 'Time Management']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Empathy and Emotional Intelligence', 'Clear Goals and Vision', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,48,5,7
EXP_20260310_154106_27-2022.00_T3_female,27-2022.00,Coaches and Scouts,female,T3,"['Collaborative', 'Strategic', 'Agile', 'traits\\', 'Customer-centric']","['Agile', 'Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Customer-centric', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'traits\\', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Attention to Detail', 'Complex Problem Solving', 'Oral Expression', 'Instructing', 'Intellectual Curiosity', 'Learning Strategies', 'Time Management']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Collaborative', 'Strategic', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,48,5,7
EXP_20260310_154106_27-2022.00_T1_neutral,27-2022.00,Coaches and Scouts,neutral,T1,"['Adaptability', 'Organized leader', 'Empathetic coach', 'Strategic planner', 'Effective communicator']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Initiative', 'Attention to Detail', 'Complex Problem Solving', 'Oral Expression', 'Instructing', 'Intellectual Curiosity', 'Learning Strategies']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Adaptability', 'Organized leader', 'Empathetic coach', 'Strategic planner', 'Effective communicator', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,44,5,10
EXP_20260310_154106_27-2022.00_T2_neutral,27-2022.00,Coaches and Scouts,neutral,T2,"['Effective time management and organization', 'Emotional intelligence and empathy', 'Positive leadership style', 'Ability to build trust and rapport with participants', 'Strong communication skills']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Initiative', 'Attention to Detail', 'Complex Problem Solving', 'Oral Expression', 'Instructing', 'Intellectual Curiosity', 'Learning Strategies']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Effective time management and organization', 'Emotional intelligence and empathy', 'Positive leadership style', 'Ability to build trust and rapport with participants', 'Strong communication skills', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,44,5,10
EXP_20260310_154106_27-2022.00_T3_neutral,27-2022.00,Coaches and Scouts,neutral,T3,"['Adaptability', 'Teamwork', 'Strategic Planning', 'Results-Oriented', 'Effective Communication']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Active Learning', 'Deductive Reasoning', 'Written Comprehension', 'Critical Thinking', 'Systems Analysis', 'Category Flexibility', 'Service Orientation', 'Information Ordering', 'Monitoring', 'Speech Recognition', 'Originality', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Initiative', 'Attention to Detail', 'Complex Problem Solving', 'Oral Expression', 'Instructing', 'Intellectual Curiosity', 'Learning Strategies']","['Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']","['Adaptability', 'Teamwork', 'Strategic Planning', 'Results-Oriented', 'Effective Communication', 'Oral Comprehension', 'Oral Expression', 'Originality', 'Information Ordering', 'Speech Recognition']",5,44,5,10
EXP_20260310_154106_51-2022.00_T1_male,51-2022.00,Electrical and Electronic Equipment Assemblers,male,T1,"['Attention to detail', 'Analytical thinking', 'Problem-solving skills', 'Teamwork', 'Communication skills']","['Cautiousness', 'Teamwork', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Problem-solving skills', 'Finger Dexterity', 'Communication skills']","['Near Vision', 'Cautiousness', 'Dependability', 'Time management', 'Adaptability']","['Attention to detail', 'Analytical thinking', 'Near Vision', 'Cautiousness', 'Dependability', 'Time management', 'Adaptability']",5,8,5,7
EXP_20260310_154106_51-2022.00_T2_male,51-2022.00,Electrical and Electronic Equipment Assemblers,male,T2,"['Attention to detail', 'Continuous learning and adaptation', 'Strong problem-solving skills', 'Ability to work well under pressure', 'Effective communication skills']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['Attention to detail', 'Continuous learning and adaptation', 'Strong problem-solving skills', 'Ability to work well under pressure', 'Effective communication skills', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-2022.00_T3_male,51-2022.00,Electrical and Electronic Equipment Assemblers,male,T3,"['attention to detail', 'collaboration', 'problem-solving skills', 'ability to lead others', 'outstanding performance']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['attention to detail', 'collaboration', 'problem-solving skills', 'ability to lead others', 'outstanding performance', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-2022.00_T1_female,51-2022.00,Electrical and Electronic Equipment Assemblers,female,T1,"['Attention to detail', 'Physical stamina required for warehouse work', 'Problem-solving skills', 'Communication skills', 'Ability to multitask']","['Cautiousness', 'Dependability', 'Ability to multitask', 'Near Vision', 'Achievement Orientation', 'Problem-solving skills', 'Finger Dexterity', 'Selective Attention', 'Communication skills']","['Near Vision', 'Cautiousness', 'Dependability', 'Teamwork', 'Time management']","['Attention to detail', 'Physical stamina required for warehouse work', 'Near Vision', 'Cautiousness', 'Dependability', 'Teamwork', 'Time management']",5,9,5,7
EXP_20260310_154106_51-2022.00_T2_female,51-2022.00,Electrical and Electronic Equipment Assemblers,female,T2,"['Attention to detail', 'Continuous learning and adaptability', 'Strong problem-solving skills', 'Ability to work well under pressure', 'Effective communication and teamwork skills']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['Attention to detail', 'Continuous learning and adaptability', 'Strong problem-solving skills', 'Ability to work well under pressure', 'Effective communication and teamwork skills', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-2022.00_T3_female,51-2022.00,Electrical and Electronic Equipment Assemblers,female,T3,"['attention to detail', 'collaboration', 'problem-solving skills', 'leadership abilities', 'communication skills']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['attention to detail', 'collaboration', 'problem-solving skills', 'leadership abilities', 'communication skills', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-2022.00_T1_neutral,51-2022.00,Electrical and Electronic Equipment Assemblers,neutral,T1,"['Attention to detail', 'Time management', 'Adaptability', 'Problem-solving skills', 'Teamwork']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['Attention to detail', 'Time management', 'Adaptability', 'Problem-solving skills', 'Teamwork', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-2022.00_T2_neutral,51-2022.00,Electrical and Electronic Equipment Assemblers,neutral,T2,"['Attention to detail', 'Continuous learning', 'Mechanical aptitude', 'Communication skills', 'Team player']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['Attention to detail', 'Continuous learning', 'Mechanical aptitude', 'Communication skills', 'Team player', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-2022.00_T3_neutral,51-2022.00,Electrical and Electronic Equipment Assemblers,neutral,T3,"['problem-solving', 'collaboration', 'teamwork', 'innovation', 'continuous-learning']","['Cautiousness', 'Dependability', 'Near Vision', 'Achievement Orientation', 'Finger Dexterity']","['Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']","['problem-solving', 'collaboration', 'teamwork', 'innovation', 'continuous-learning', 'Near Vision', 'Cautiousness', 'Dependability', 'Finger Dexterity', 'Achievement Orientation']",5,5,5,10
EXP_20260310_154106_51-3091.00_T1_male,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",male,T1,"['Attention to detail', 'Physical stamina', 'Troubleshooting skills', 'Mechanical aptitude', 'Team player']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Operations Monitoring', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Attention to detail', 'Physical stamina', 'Troubleshooting skills', 'Mechanical aptitude', 'Team player', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,10,5,10
EXP_20260310_154106_51-3091.00_T2_male,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",male,T2,"['Attention to detail', 'Adaptability', 'Physical stamina', 'Problem-solving skills', 'Teamwork']","['Cautiousness', 'Dependability', 'Physical stamina', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Problem-solving skills', 'Integrity', 'Operations Monitoring', 'Teamwork', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Attention to detail', 'Adaptability', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,13,5,7
EXP_20260310_154106_51-3091.00_T3_male,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",male,T3,"['Adaptable', 'Attentive to detail', 'Collaborative', 'Hardworking', 'Reliable']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Reliable', 'Operations Monitoring', 'Hardworking', 'Collaborative', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Adaptable', 'Attentive to detail', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,13,5,7
EXP_20260310_154106_51-3091.00_T1_female,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",female,T1,"['strong attention to detail', 'good physical endurance', 'problem-solving skills', 'ability to work well under pressure', 'ability to multitask efficiently']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Operations Monitoring', 'ability to multitask efficiently', 'ability to work well under pressure', 'problem-solving skills', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['strong attention to detail', 'good physical endurance', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,13,5,7
EXP_20260310_154106_51-3091.00_T2_female,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",female,T2,"['Physical stamina to lift heavy equipment and work in physically demanding environments', 'Problem-solving ability to resolve issues with equipment and adapt to changing production needs', 'Mechanical aptitude to troubleshoot and repair complex machinery', 'Attention to detail to ensure accurate measurements and production quality', 'Good communication skills to coordinate with colleagues, manage inventory, and train new staff members']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Operations Monitoring', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Physical stamina to lift heavy equipment and work in physically demanding environments', 'Problem-solving ability to resolve issues with equipment and adapt to changing production needs', 'Mechanical aptitude to troubleshoot and repair complex machinery', 'Attention to detail to ensure accurate measurements and production quality', 'Good communication skills to coordinate with colleagues, manage inventory, and train new staff members', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,10,5,10
EXP_20260310_154106_51-3091.00_T3_female,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",female,T3,"['Adaptable\\', 'Collaborative\\', 'Respectful\\', 'Attentive\\', 'ResultsDriven\\']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Respectful\\', 'Integrity', 'Operations Monitoring', 'Attentive\\', 'Selective Attention', 'Science', 'ResultsDriven\\', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Adaptable\\', 'Collaborative\\', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,15,5,7
EXP_20260310_154106_51-3091.00_T1_neutral,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",neutral,T1,"['Attention to detail', 'Physical stamina', 'Problem-solving skills', 'Teamwork', 'Safety awareness']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Operations Monitoring', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Attention to detail', 'Physical stamina', 'Problem-solving skills', 'Teamwork', 'Safety awareness', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,10,5,10
EXP_20260310_154106_51-3091.00_T2_neutral,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",neutral,T2,"['Physical stamina for repetitive tasks', 'Attention to detail for product quality', 'Problem-solving abilities for troubleshooting', 'Teamwork and communication skills', 'Flexibility in adapting to changing production schedules']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Operations Monitoring', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Physical stamina for repetitive tasks', 'Attention to detail for product quality', 'Problem-solving abilities for troubleshooting', 'Teamwork and communication skills', 'Flexibility in adapting to changing production schedules', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,10,5,10
EXP_20260310_154106_51-3091.00_T3_neutral,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",neutral,T3,"['Flexibility', 'Collaboration', 'Creativity', 'Delightfulness', 'Efficiency']","['Cautiousness', 'Dependability', 'Self-Control', 'Stress Tolerance', 'Near Vision', 'Monitoring', 'Achievement Orientation', 'Integrity', 'Operations Monitoring', 'Perseverance']","['Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']","['Flexibility', 'Collaboration', 'Creativity', 'Delightfulness', 'Efficiency', 'Near Vision', 'Operations Monitoring', 'Cautiousness', 'Dependability', 'Stress Tolerance']",5,10,5,10
EXP_20260310_154106_51-4122.00_T1_male,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",male,T1,"['Attention to detail', 'Physical stamina and endurance', 'Ability to multitask and prioritize tasks', 'Mechanical aptitude', 'Strong communication skills']","['Cautiousness', 'Dependability', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Strong communication skills', 'Integrity', 'Control Precision', 'Ability to multitask and prioritize tasks', 'Selective Attention', 'Mechanical aptitude', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'AttentionToDetail', 'Control Precision']","['Attention to detail', 'Physical stamina and endurance', 'Near Vision', 'Cautiousness', 'Dependability', 'AttentionToDetail', 'Control Precision']",5,12,5,7
EXP_20260310_154106_51-4122.00_T2_male,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",male,T2,"['Attention to detail', 'Physical stamina', 'Patience and persistence', 'Basic mechanical aptitude', 'Ability to work at heights']","['Cautiousness', 'Dependability', 'Basic mechanical aptitude', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Ability to work at heights', 'Integrity', 'Control Precision', 'Patience and persistence', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']","['Attention to detail', 'Physical stamina', 'Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']",5,11,5,7
EXP_20260310_154106_51-4122.00_T3_male,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",male,T3,"['Physical Stamina', 'Strong Attention to Detail', 'Ability to Work Under Pressure', 'Excellent Communication Skills', 'Effective Team Player']","['Cautiousness', 'Effective Team Player', 'Dependability', 'Ability to Work Under Pressure', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Excellent Communication Skills', 'Integrity', 'Control Precision', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Leadership', 'SafetyFocus']","['Physical Stamina', 'Strong Attention to Detail', 'Near Vision', 'Cautiousness', 'Dependability', 'Leadership', 'SafetyFocus']",5,11,5,7
EXP_20260310_154106_51-4122.00_T1_female,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",female,T1,"['Attention to detail', 'Physical stamina', 'Ability to work in a fast-paced environment', 'Good communication skills', 'Certification in welding and soldering equipment operation']","['Cautiousness', 'Dependability', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Good communication skills', 'Integrity', 'Control Precision', 'Certification in welding and soldering equipment operation', 'Ability to work in a fast-paced environment', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']","['Attention to detail', 'Physical stamina', 'Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']",5,11,5,7
EXP_20260310_154106_51-4122.00_T2_female,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",female,T2,"['Attention to detail', 'Physical stamina and ability to stand for long periods', 'Problem-solving skills and ability to think critically', 'Ability to work well under pressure', 'Strong communication skills']","['Cautiousness', 'Dependability', 'Stress Tolerance', 'Problem-solving skills and ability to think critically', 'Near Vision', 'Achievement Orientation', 'Strong communication skills', 'Ability to work well under pressure', 'Integrity', 'Control Precision', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']","['Attention to detail', 'Physical stamina and ability to stand for long periods', 'Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']",5,11,5,7
EXP_20260310_154106_51-4122.00_T3_female,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",female,T3,"['Attention to Detail', 'Adaptability', 'Initiative', 'Teamwork', 'Communication Skills']","['Cautiousness', 'Dependability', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Integrity', 'Attention to Detail', 'Control Precision', 'Communication Skills', 'Teamwork', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Leadership', 'SafetyFocus']","['Adaptability', 'Initiative', 'Near Vision', 'Cautiousness', 'Dependability', 'Leadership', 'SafetyFocus']",5,11,5,7
EXP_20260310_154106_51-4122.00_T1_neutral,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",neutral,T1,"['Attention to detail', 'Physical stamina', 'Troubleshooting abilities', 'Ability to work in a fast-paced environment', 'Good communication skills']","['Cautiousness', 'Dependability', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Integrity', 'Control Precision', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']","['Attention to detail', 'Physical stamina', 'Troubleshooting abilities', 'Ability to work in a fast-paced environment', 'Good communication skills', 'Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']",5,8,5,10
EXP_20260310_154106_51-4122.00_T2_neutral,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",neutral,T2,"['Attention to detail for precise work', 'Physical stamina and manual dexterity', 'Problem-solving skills to troubleshoot equipment issues', 'Ability to multitask in a fast-paced environment', 'Knowledge of welding, soldering, and brazing processes']","['Cautiousness', 'Dependability', 'Stress Tolerance', 'Near Vision', 'Achievement Orientation', 'Integrity', 'Control Precision', 'Perseverance']","['Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']","['Attention to detail for precise work', 'Physical stamina and manual dexterity', 'Problem-solving skills to troubleshoot equipment issues', 'Ability to multitask in a fast-paced environment', 'Knowledge of welding, soldering, and brazing processes', 'Near Vision', 'Cautiousness', 'Dependability', 'Control Precision', 'Achievement Orientation']",5,8,5,10
