Job_Code,Job_Title,Attribute_Name,Importance_Score,Trait_Type
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Leadership Orientation,0.9,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Humility,0.56,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Sincerity,0.62,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Empathy,-0.02,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Cooperation,0.75,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Optimism,0.26,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Social Orientation,0.36,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Cautiousness,1.69,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Attention to Detail,2.63,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Dependability,2.16,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Integrity,1.79,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Stress Tolerance,1.16,Work_Styles
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Self-Control,0.73,Work_Styles
19-2043.00,Hydrologists,Innovation,2.03,Work_Styles
19-2043.00,Hydrologists,Achievement Orientation,1.98,Work_Styles
19-2043.00,Hydrologists,Intellectual Curiosity,2.58,Work_Styles
19-2043.00,Hydrologists,Tolerance for Ambiguity,1.6,Work_Styles
19-2043.00,Hydrologists,Initiative,1.44,Work_Styles
19-2043.00,Hydrologists,Adaptability,1.48,Work_Styles
19-2043.00,Hydrologists,Self-Confidence,1.41,Work_Styles
19-2043.00,Hydrologists,Perseverance,1.64,Work_Styles
19-2043.00,Hydrologists,Leadership Orientation,1.11,Work_Styles
19-2043.00,Hydrologists,Humility,0.45,Work_Styles
19-2043.00,Hydrologists,Sincerity,0.74,Work_Styles
19-2043.00,Hydrologists,Empathy,0.2,Work_Styles
19-2043.00,Hydrologists,Cooperation,1.31,Work_Styles
19-2043.00,Hydrologists,Optimism,0.26,Work_Styles
19-2043.00,Hydrologists,Social Orientation,0.43,Work_Styles
19-2043.00,Hydrologists,Cautiousness,1.99,Work_Styles
19-2043.00,Hydrologists,Attention to Detail,2.63,Work_Styles
19-2043.00,Hydrologists,Dependability,2.39,Work_Styles
19-2043.00,Hydrologists,Integrity,2.1,Work_Styles
19-2043.00,Hydrologists,Stress Tolerance,0.97,Work_Styles
19-2043.00,Hydrologists,Self-Control,0.92,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Innovation,2.51,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Achievement Orientation,2.01,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Intellectual Curiosity,2.41,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Tolerance for Ambiguity,1.89,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Initiative,1.59,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Adaptability,1.9,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Self-Confidence,1.07,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Perseverance,1.61,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Leadership Orientation,1.0,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Humility,0.34,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Sincerity,0.49,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Empathy,-0.03,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Cooperation,1.11,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Optimism,0.24,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Social Orientation,0.31,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Cautiousness,1.76,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Attention to Detail,2.67,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Dependability,2.25,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Integrity,1.96,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Stress Tolerance,1.16,Work_Styles
19-2099.01,Remote Sensing Scientists and Technologists,Self-Control,0.77,Work_Styles
19-3011.00,Economists,Innovation,1.89,Work_Styles
19-3011.00,Economists,Achievement Orientation,2.17,Work_Styles
19-3011.00,Economists,Intellectual Curiosity,3.0,Work_Styles
19-3011.00,Economists,Tolerance for Ambiguity,1.89,Work_Styles
19-3011.00,Economists,Initiative,1.53,Work_Styles
19-3011.00,Economists,Adaptability,1.44,Work_Styles
19-3011.00,Economists,Self-Confidence,1.7,Work_Styles
19-3011.00,Economists,Perseverance,1.58,Work_Styles
19-3011.00,Economists,Leadership Orientation,1.24,Work_Styles
19-3011.00,Economists,Humility,-0.23,Work_Styles
19-3011.00,Economists,Sincerity,0.53,Work_Styles
19-3011.00,Economists,Empathy,0.35,Work_Styles
19-3011.00,Economists,Cooperation,0.87,Work_Styles
19-3011.00,Economists,Optimism,0.22,Work_Styles
19-3011.00,Economists,Social Orientation,0.59,Work_Styles
19-3011.00,Economists,Cautiousness,1.76,Work_Styles
19-3011.00,Economists,Attention to Detail,2.53,Work_Styles
19-3011.00,Economists,Dependability,2.14,Work_Styles
19-3011.00,Economists,Integrity,2.13,Work_Styles
19-3011.00,Economists,Stress Tolerance,1.35,Work_Styles
19-3011.00,Economists,Self-Control,1.19,Work_Styles
19-3022.00,Survey Researchers,Innovation,1.66,Work_Styles
19-3022.00,Survey Researchers,Achievement Orientation,1.8,Work_Styles
19-3022.00,Survey Researchers,Intellectual Curiosity,2.28,Work_Styles
19-3022.00,Survey Researchers,Tolerance for Ambiguity,1.58,Work_Styles
19-3022.00,Survey Researchers,Initiative,1.53,Work_Styles
19-3022.00,Survey Researchers,Adaptability,1.38,Work_Styles
19-3022.00,Survey Researchers,Self-Confidence,1.18,Work_Styles
19-3022.00,Survey Researchers,Perseverance,1.43,Work_Styles
19-3022.00,Survey Researchers,Leadership Orientation,1.29,Work_Styles
19-3022.00,Survey Researchers,Humility,0.58,Work_Styles
19-3022.00,Survey Researchers,Sincerity,0.9,Work_Styles
19-3022.00,Survey Researchers,Empathy,0.88,Work_Styles
19-3022.00,Survey Researchers,Cooperation,1.84,Work_Styles
19-3022.00,Survey Researchers,Optimism,0.59,Work_Styles
19-3022.00,Survey Researchers,Social Orientation,1.38,Work_Styles
19-3022.00,Survey Researchers,Cautiousness,1.32,Work_Styles
19-3022.00,Survey Researchers,Attention to Detail,2.63,Work_Styles
19-3022.00,Survey Researchers,Dependability,2.39,Work_Styles
19-3022.00,Survey Researchers,Integrity,1.89,Work_Styles
19-3022.00,Survey Researchers,Stress Tolerance,1.07,Work_Styles
19-3022.00,Survey Researchers,Self-Control,1.0,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Innovation,2.39,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Achievement Orientation,2.45,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Intellectual Curiosity,2.67,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Tolerance for Ambiguity,1.97,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Initiative,2.03,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Adaptability,2.3,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Self-Confidence,2.05,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Perseverance,1.77,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Leadership Orientation,1.81,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Humility,1.12,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Sincerity,1.63,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Empathy,1.89,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Cooperation,2.18,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Optimism,0.93,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Social Orientation,1.92,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Cautiousness,1.38,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Attention to Detail,2.6,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Dependability,2.3,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Integrity,2.36,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Stress Tolerance,1.46,Work_Styles
19-3032.00,Industrial-Organizational Psychologists,Self-Control,1.87,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Innovation,1.4,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Achievement Orientation,2.04,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Intellectual Curiosity,2.41,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Tolerance for Ambiguity,1.85,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Initiative,1.5,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Adaptability,1.98,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Self-Confidence,1.66,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Perseverance,1.97,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Leadership Orientation,0.98,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Humility,1.49,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Sincerity,2.89,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Empathy,3.0,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Cooperation,2.55,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Optimism,1.56,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Social Orientation,2.36,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Cautiousness,1.99,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Attention to Detail,2.6,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Dependability,2.5,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Integrity,2.68,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Stress Tolerance,2.47,Work_Styles
19-3033.00,Clinical and Counseling Psychologists,Self-Control,2.55,Work_Styles
19-3034.00,School Psychologists,Innovation,1.36,Work_Styles
19-3034.00,School Psychologists,Achievement Orientation,2.04,Work_Styles
19-3034.00,School Psychologists,Intellectual Curiosity,2.2,Work_Styles
19-3034.00,School Psychologists,Tolerance for Ambiguity,1.6,Work_Styles
19-3034.00,School Psychologists,Initiative,1.79,Work_Styles
19-3034.00,School Psychologists,Adaptability,2.13,Work_Styles
19-3034.00,School Psychologists,Self-Confidence,1.66,Work_Styles
19-3034.00,School Psychologists,Perseverance,1.97,Work_Styles
19-3034.00,School Psychologists,Leadership Orientation,1.26,Work_Styles
19-3034.00,School Psychologists,Humility,1.35,Work_Styles
19-3034.00,School Psychologists,Sincerity,2.53,Work_Styles
19-3034.00,School Psychologists,Empathy,2.97,Work_Styles
19-3034.00,School Psychologists,Cooperation,2.69,Work_Styles
19-3034.00,School Psychologists,Optimism,2.18,Work_Styles
19-3034.00,School Psychologists,Social Orientation,2.33,Work_Styles
19-3034.00,School Psychologists,Cautiousness,1.82,Work_Styles
19-3034.00,School Psychologists,Attention to Detail,2.57,Work_Styles
19-3034.00,School Psychologists,Dependability,2.65,Work_Styles
19-3034.00,School Psychologists,Integrity,2.47,Work_Styles
19-3034.00,School Psychologists,Stress Tolerance,2.24,Work_Styles
19-3034.00,School Psychologists,Self-Control,2.26,Work_Styles
19-3039.02,Neuropsychologists,Innovation,1.25,Work_Styles
19-3039.02,Neuropsychologists,Achievement Orientation,2.14,Work_Styles
19-3039.02,Neuropsychologists,Intellectual Curiosity,3.0,Work_Styles
19-3039.02,Neuropsychologists,Tolerance for Ambiguity,1.74,Work_Styles
19-3039.02,Neuropsychologists,Initiative,1.5,Work_Styles
19-3039.02,Neuropsychologists,Adaptability,1.58,Work_Styles
19-3039.02,Neuropsychologists,Self-Confidence,1.38,Work_Styles
19-3039.02,Neuropsychologists,Perseverance,1.94,Work_Styles
19-3039.02,Neuropsychologists,Leadership Orientation,0.83,Work_Styles
19-3039.02,Neuropsychologists,Humility,1.19,Work_Styles
19-3039.02,Neuropsychologists,Sincerity,2.03,Work_Styles
19-3039.02,Neuropsychologists,Empathy,2.27,Work_Styles
19-3039.02,Neuropsychologists,Cooperation,2.1,Work_Styles
19-3039.02,Neuropsychologists,Optimism,0.52,Work_Styles
19-3039.02,Neuropsychologists,Social Orientation,1.54,Work_Styles
19-3039.02,Neuropsychologists,Cautiousness,2.28,Work_Styles
19-3039.02,Neuropsychologists,Attention to Detail,3.0,Work_Styles
19-3039.02,Neuropsychologists,Dependability,2.25,Work_Styles
19-3039.02,Neuropsychologists,Integrity,2.51,Work_Styles
19-3039.02,Neuropsychologists,Stress Tolerance,2.03,Work_Styles
19-3039.02,Neuropsychologists,Self-Control,1.34,Work_Styles
19-3039.03,Clinical Neuropsychologists,Innovation,1.28,Work_Styles
19-3039.03,Clinical Neuropsychologists,Achievement Orientation,2.14,Work_Styles
19-3039.03,Clinical Neuropsychologists,Intellectual Curiosity,3.0,Work_Styles
19-3039.03,Clinical Neuropsychologists,Tolerance for Ambiguity,1.76,Work_Styles
19-3039.03,Clinical Neuropsychologists,Initiative,1.47,Work_Styles
19-3039.03,Clinical Neuropsychologists,Adaptability,1.72,Work_Styles
19-3039.03,Clinical Neuropsychologists,Self-Confidence,1.57,Work_Styles
19-3039.03,Clinical Neuropsychologists,Perseverance,2.04,Work_Styles
19-3039.03,Clinical Neuropsychologists,Leadership Orientation,0.78,Work_Styles
19-3039.03,Clinical Neuropsychologists,Humility,1.19,Work_Styles
19-3039.03,Clinical Neuropsychologists,Sincerity,2.17,Work_Styles
19-3039.03,Clinical Neuropsychologists,Empathy,2.47,Work_Styles
19-3039.03,Clinical Neuropsychologists,Cooperation,2.38,Work_Styles
19-3039.03,Clinical Neuropsychologists,Optimism,0.74,Work_Styles
19-3039.03,Clinical Neuropsychologists,Social Orientation,1.99,Work_Styles
19-3039.03,Clinical Neuropsychologists,Cautiousness,2.5,Work_Styles
19-3039.03,Clinical Neuropsychologists,Attention to Detail,3.0,Work_Styles
19-3039.03,Clinical Neuropsychologists,Dependability,2.5,Work_Styles
19-3039.03,Clinical Neuropsychologists,Integrity,2.55,Work_Styles
19-3039.03,Clinical Neuropsychologists,Stress Tolerance,2.24,Work_Styles
19-3039.03,Clinical Neuropsychologists,Self-Control,2.1,Work_Styles
19-3041.00,Sociologists,Innovation,2.15,Work_Styles
19-3041.00,Sociologists,Achievement Orientation,2.04,Work_Styles
19-3041.00,Sociologists,Intellectual Curiosity,2.9,Work_Styles
19-3041.00,Sociologists,Tolerance for Ambiguity,1.93,Work_Styles
19-3041.00,Sociologists,Initiative,1.56,Work_Styles
19-3041.00,Sociologists,Adaptability,1.75,Work_Styles
19-3041.00,Sociologists,Self-Confidence,1.32,Work_Styles
19-3041.00,Sociologists,Perseverance,1.64,Work_Styles
19-3041.00,Sociologists,Leadership Orientation,0.9,Work_Styles
19-3041.00,Sociologists,Humility,1.12,Work_Styles
19-3041.00,Sociologists,Sincerity,1.44,Work_Styles
19-3041.00,Sociologists,Empathy,1.65,Work_Styles
19-3041.00,Sociologists,Cooperation,1.84,Work_Styles
19-3041.00,Sociologists,Optimism,0.47,Work_Styles
19-3041.00,Sociologists,Social Orientation,1.65,Work_Styles
19-3041.00,Sociologists,Cautiousness,0.87,Work_Styles
19-3041.00,Sociologists,Attention to Detail,1.71,Work_Styles
19-3041.00,Sociologists,Dependability,1.98,Work_Styles
19-3041.00,Sociologists,Integrity,2.03,Work_Styles
19-3041.00,Sociologists,Stress Tolerance,0.93,Work_Styles
19-3041.00,Sociologists,Self-Control,1.14,Work_Styles
19-3051.00,Urban and Regional Planners,Innovation,2.0,Work_Styles
19-3051.00,Urban and Regional Planners,Achievement Orientation,2.01,Work_Styles
19-3051.00,Urban and Regional Planners,Intellectual Curiosity,2.16,Work_Styles
19-3051.00,Urban and Regional Planners,Tolerance for Ambiguity,1.78,Work_Styles
19-3051.00,Urban and Regional Planners,Initiative,1.75,Work_Styles
19-3051.00,Urban and Regional Planners,Adaptability,2.05,Work_Styles
19-3051.00,Urban and Regional Planners,Self-Confidence,1.66,Work_Styles
19-3051.00,Urban and Regional Planners,Perseverance,1.77,Work_Styles
19-3051.00,Urban and Regional Planners,Leadership Orientation,1.67,Work_Styles
19-3051.00,Urban and Regional Planners,Humility,0.96,Work_Styles
19-3051.00,Urban and Regional Planners,Sincerity,1.23,Work_Styles
19-3051.00,Urban and Regional Planners,Empathy,1.22,Work_Styles
19-3051.00,Urban and Regional Planners,Cooperation,2.18,Work_Styles
19-3051.00,Urban and Regional Planners,Optimism,0.98,Work_Styles
19-3051.00,Urban and Regional Planners,Social Orientation,1.92,Work_Styles
19-3051.00,Urban and Regional Planners,Cautiousness,1.79,Work_Styles
19-3051.00,Urban and Regional Planners,Attention to Detail,2.16,Work_Styles
19-3051.00,Urban and Regional Planners,Dependability,2.47,Work_Styles
19-3051.00,Urban and Regional Planners,Integrity,2.17,Work_Styles
19-3051.00,Urban and Regional Planners,Stress Tolerance,1.49,Work_Styles
19-3051.00,Urban and Regional Planners,Self-Control,1.73,Work_Styles
19-3091.00,Anthropologists and Archeologists,Innovation,2.33,Work_Styles
19-3091.00,Anthropologists and Archeologists,Achievement Orientation,2.04,Work_Styles
19-3091.00,Anthropologists and Archeologists,Intellectual Curiosity,3.0,Work_Styles
19-3091.00,Anthropologists and Archeologists,Tolerance for Ambiguity,1.99,Work_Styles
19-3091.00,Anthropologists and Archeologists,Initiative,1.69,Work_Styles
19-3091.00,Anthropologists and Archeologists,Adaptability,2.09,Work_Styles
19-3091.00,Anthropologists and Archeologists,Self-Confidence,1.29,Work_Styles
19-3091.00,Anthropologists and Archeologists,Perseverance,1.67,Work_Styles
19-3091.00,Anthropologists and Archeologists,Leadership Orientation,1.03,Work_Styles
19-3091.00,Anthropologists and Archeologists,Humility,1.22,Work_Styles
19-3091.00,Anthropologists and Archeologists,Sincerity,1.39,Work_Styles
19-3091.00,Anthropologists and Archeologists,Empathy,1.54,Work_Styles
19-3091.00,Anthropologists and Archeologists,Cooperation,1.84,Work_Styles
19-3091.00,Anthropologists and Archeologists,Optimism,0.79,Work_Styles
19-3091.00,Anthropologists and Archeologists,Social Orientation,1.7,Work_Styles
19-3091.00,Anthropologists and Archeologists,Cautiousness,1.32,Work_Styles
19-3091.00,Anthropologists and Archeologists,Attention to Detail,2.14,Work_Styles
19-3091.00,Anthropologists and Archeologists,Dependability,1.98,Work_Styles
19-3091.00,Anthropologists and Archeologists,Integrity,1.92,Work_Styles
19-3091.00,Anthropologists and Archeologists,Stress Tolerance,1.02,Work_Styles
19-3091.00,Anthropologists and Archeologists,Self-Control,1.19,Work_Styles
19-3092.00,Geographers,Innovation,2.24,Work_Styles
19-3092.00,Geographers,Achievement Orientation,1.74,Work_Styles
19-3092.00,Geographers,Intellectual Curiosity,2.45,Work_Styles
19-3092.00,Geographers,Tolerance for Ambiguity,1.72,Work_Styles
19-3092.00,Geographers,Initiative,1.41,Work_Styles
19-3092.00,Geographers,Adaptability,1.75,Work_Styles
19-3092.00,Geographers,Self-Confidence,1.15,Work_Styles
19-3092.00,Geographers,Perseverance,1.64,Work_Styles
19-3092.00,Geographers,Leadership Orientation,0.54,Work_Styles
19-3092.00,Geographers,Humility,0.37,Work_Styles
19-3092.00,Geographers,Sincerity,0.65,Work_Styles
19-3092.00,Geographers,Empathy,0.18,Work_Styles
19-3092.00,Geographers,Cooperation,0.8,Work_Styles
19-3092.00,Geographers,Optimism,0.26,Work_Styles
19-3092.00,Geographers,Social Orientation,0.52,Work_Styles
19-3092.00,Geographers,Cautiousness,1.14,Work_Styles
19-3092.00,Geographers,Attention to Detail,2.28,Work_Styles
19-3092.00,Geographers,Dependability,2.06,Work_Styles
19-3092.00,Geographers,Integrity,1.48,Work_Styles
19-3092.00,Geographers,Stress Tolerance,0.68,Work_Styles
19-3092.00,Geographers,Self-Control,0.57,Work_Styles
19-3093.00,Historians,Innovation,1.25,Work_Styles
19-3093.00,Historians,Achievement Orientation,1.95,Work_Styles
19-3093.00,Historians,Intellectual Curiosity,3.0,Work_Styles
19-3093.00,Historians,Tolerance for Ambiguity,1.89,Work_Styles
19-3093.00,Historians,Initiative,1.29,Work_Styles
19-3093.00,Historians,Adaptability,0.73,Work_Styles
19-3093.00,Historians,Self-Confidence,0.99,Work_Styles
19-3093.00,Historians,Perseverance,1.7,Work_Styles
19-3093.00,Historians,Leadership Orientation,0.29,Work_Styles
19-3093.00,Historians,Humility,0.5,Work_Styles
19-3093.00,Historians,Sincerity,0.84,Work_Styles
19-3093.00,Historians,Empathy,0.48,Work_Styles
19-3093.00,Historians,Cooperation,0.92,Work_Styles
19-3093.00,Historians,Optimism,0.24,Work_Styles
19-3093.00,Historians,Social Orientation,0.61,Work_Styles
19-3093.00,Historians,Cautiousness,1.41,Work_Styles
19-3093.00,Historians,Attention to Detail,2.53,Work_Styles
19-3093.00,Historians,Dependability,2.06,Work_Styles
19-3093.00,Historians,Integrity,2.1,Work_Styles
19-3093.00,Historians,Stress Tolerance,0.49,Work_Styles
19-3093.00,Historians,Self-Control,0.63,Work_Styles
19-3094.00,Political Scientists,Innovation,1.89,Work_Styles
19-3094.00,Political Scientists,Achievement Orientation,2.14,Work_Styles
19-3094.00,Political Scientists,Intellectual Curiosity,3.0,Work_Styles
19-3094.00,Political Scientists,Tolerance for Ambiguity,2.03,Work_Styles
19-3094.00,Political Scientists,Initiative,1.53,Work_Styles
19-3094.00,Political Scientists,Adaptability,1.86,Work_Styles
19-3094.00,Political Scientists,Self-Confidence,1.66,Work_Styles
19-3094.00,Political Scientists,Perseverance,1.58,Work_Styles
19-3094.00,Political Scientists,Leadership Orientation,0.98,Work_Styles
19-3094.00,Political Scientists,Humility,0.03,Work_Styles
19-3094.00,Political Scientists,Sincerity,0.92,Work_Styles
19-3094.00,Political Scientists,Empathy,0.6,Work_Styles
19-3094.00,Political Scientists,Cooperation,0.71,Work_Styles
19-3094.00,Political Scientists,Optimism,0.28,Work_Styles
19-3094.00,Political Scientists,Social Orientation,1.15,Work_Styles
19-3094.00,Political Scientists,Cautiousness,0.79,Work_Styles
19-3094.00,Political Scientists,Attention to Detail,2.19,Work_Styles
19-3094.00,Political Scientists,Dependability,1.93,Work_Styles
19-3094.00,Political Scientists,Integrity,2.32,Work_Styles
19-3094.00,Political Scientists,Stress Tolerance,1.02,Work_Styles
19-3094.00,Political Scientists,Self-Control,1.14,Work_Styles
19-3099.01,Transportation Planners,Innovation,1.83,Work_Styles
19-3099.01,Transportation Planners,Achievement Orientation,1.92,Work_Styles
19-3099.01,Transportation Planners,Intellectual Curiosity,2.04,Work_Styles
19-3099.01,Transportation Planners,Tolerance for Ambiguity,1.64,Work_Styles
19-3099.01,Transportation Planners,Initiative,1.5,Work_Styles
19-3099.01,Transportation Planners,Adaptability,1.68,Work_Styles
19-3099.01,Transportation Planners,Self-Confidence,1.21,Work_Styles
19-3099.01,Transportation Planners,Perseverance,1.49,Work_Styles
19-3099.01,Transportation Planners,Leadership Orientation,1.29,Work_Styles
19-3099.01,Transportation Planners,Humility,0.61,Work_Styles
19-3099.01,Transportation Planners,Sincerity,1.02,Work_Styles
19-3099.01,Transportation Planners,Empathy,0.91,Work_Styles
19-3099.01,Transportation Planners,Cooperation,1.84,Work_Styles
19-3099.01,Transportation Planners,Optimism,0.52,Work_Styles
19-3099.01,Transportation Planners,Social Orientation,1.4,Work_Styles
19-3099.01,Transportation Planners,Cautiousness,1.72,Work_Styles
19-3099.01,Transportation Planners,Attention to Detail,2.6,Work_Styles
19-3099.01,Transportation Planners,Dependability,2.3,Work_Styles
19-3099.01,Transportation Planners,Integrity,1.73,Work_Styles
19-3099.01,Transportation Planners,Stress Tolerance,0.97,Work_Styles
19-3099.01,Transportation Planners,Self-Control,1.31,Work_Styles
19-4012.00,Agricultural Technicians,Innovation,1.07,Work_Styles
19-4012.00,Agricultural Technicians,Achievement Orientation,1.6,Work_Styles
19-4012.00,Agricultural Technicians,Intellectual Curiosity,1.17,Work_Styles
19-4012.00,Agricultural Technicians,Tolerance for Ambiguity,0.97,Work_Styles
19-4012.00,Agricultural Technicians,Initiative,1.18,Work_Styles
19-4012.00,Agricultural Technicians,Adaptability,1.11,Work_Styles
19-4012.00,Agricultural Technicians,Self-Confidence,0.94,Work_Styles
19-4012.00,Agricultural Technicians,Perseverance,1.7,Work_Styles
19-4012.00,Agricultural Technicians,Leadership Orientation,0.71,Work_Styles
19-4012.00,Agricultural Technicians,Humility,0.64,Work_Styles
19-4012.00,Agricultural Technicians,Sincerity,0.63,Work_Styles
19-4012.00,Agricultural Technicians,Empathy,0.1,Work_Styles
19-4012.00,Agricultural Technicians,Cooperation,1.26,Work_Styles
19-4012.00,Agricultural Technicians,Optimism,0.82,Work_Styles
19-4012.00,Agricultural Technicians,Social Orientation,0.13,Work_Styles
19-4012.00,Agricultural Technicians,Cautiousness,1.32,Work_Styles
19-4012.00,Agricultural Technicians,Attention to Detail,2.02,Work_Styles
19-4012.00,Agricultural Technicians,Dependability,2.3,Work_Styles
19-4012.00,Agricultural Technicians,Integrity,1.66,Work_Styles
19-4012.00,Agricultural Technicians,Stress Tolerance,1.0,Work_Styles
19-4012.00,Agricultural Technicians,Self-Control,0.97,Work_Styles
19-4012.01,Precision Agriculture Technicians,Innovation,2.27,Work_Styles
19-4012.01,Precision Agriculture Technicians,Achievement Orientation,1.83,Work_Styles
19-4012.01,Precision Agriculture Technicians,Intellectual Curiosity,2.16,Work_Styles
19-4012.01,Precision Agriculture Technicians,Tolerance for Ambiguity,1.22,Work_Styles
19-4012.01,Precision Agriculture Technicians,Initiative,1.56,Work_Styles
19-4012.01,Precision Agriculture Technicians,Adaptability,1.79,Work_Styles
19-4012.01,Precision Agriculture Technicians,Self-Confidence,1.21,Work_Styles
19-4012.01,Precision Agriculture Technicians,Perseverance,1.67,Work_Styles
19-4012.01,Precision Agriculture Technicians,Leadership Orientation,0.32,Work_Styles
19-4012.01,Precision Agriculture Technicians,Humility,0.17,Work_Styles
19-4012.01,Precision Agriculture Technicians,Sincerity,0.53,Work_Styles
19-4012.01,Precision Agriculture Technicians,Empathy,0.01,Work_Styles
19-4012.01,Precision Agriculture Technicians,Cooperation,0.92,Work_Styles
19-4012.01,Precision Agriculture Technicians,Optimism,0.28,Work_Styles
19-4012.01,Precision Agriculture Technicians,Social Orientation,0.27,Work_Styles
19-4012.01,Precision Agriculture Technicians,Cautiousness,1.96,Work_Styles
19-4012.01,Precision Agriculture Technicians,Attention to Detail,2.67,Work_Styles
19-4012.01,Precision Agriculture Technicians,Dependability,2.19,Work_Styles
19-4012.01,Precision Agriculture Technicians,Integrity,1.82,Work_Styles
19-4012.01,Precision Agriculture Technicians,Stress Tolerance,0.88,Work_Styles
19-4012.01,Precision Agriculture Technicians,Self-Control,0.53,Work_Styles
19-4013.00,Food Science Technicians,Innovation,0.56,Work_Styles
19-4013.00,Food Science Technicians,Achievement Orientation,1.35,Work_Styles
19-4013.00,Food Science Technicians,Intellectual Curiosity,1.17,Work_Styles
19-4013.00,Food Science Technicians,Tolerance for Ambiguity,0.02,Work_Styles
19-4013.00,Food Science Technicians,Initiative,0.78,Work_Styles
19-4013.00,Food Science Technicians,Adaptability,1.11,Work_Styles
19-4013.00,Food Science Technicians,Self-Confidence,0.67,Work_Styles
19-4013.00,Food Science Technicians,Perseverance,1.18,Work_Styles
19-4013.00,Food Science Technicians,Leadership Orientation,0.64,Work_Styles
